node           topic          size[b]   received[#]    late[#]   too_late[#]    lost[#]   mean[us]  sd[us]    min[us]   max[us]   freq[hz]  duration[s]
node_0         topic_10       102400    44862          44485     377            43        531       58        446       1000      1000      45        
node_1         topic_10       102400    44875          44275     600            30        646       50        493       997       1000      45        
node_2         topic_10       102400    44871          44215     656            33        728       64        564       1000      1000      45        
node_3         topic_10       102400    44844          43664     1180           60        765       67        624       1000      1000      45        
node_4         topic_10       102400    44840          44251     589            64        733       58        528       1000      1000      45        
node_5         topic_10       102400    44856          43197     1659           48        820       52        578       1000      1000      45        
node_6         topic_10       102400    44837          43561     1276           67        801       67        565       1000      1000      45        
node_7         topic_10       102400    44834          40764     4070           70        876       39        759       1000      1000      45        
node_8         topic_10       102400    44853          40808     4045           51        891       50        532       1000      1000      45        
node_9         topic_10       102400    44835          34895     9940           69        931       32        678       1000      1000      45        
