node           topic          size[b]   received[#]    late[#]   too_late[#]    lost[#]   mean[us]  sd[us]    min[us]   max[us]   freq[hz]  duration[s]
node_0         topic_10       102400    1281           0         1281           43205     nan       nan       nan       nan       1000      45        
node_0         topic_11       102400    1280           0         1280           42762     nan       nan       nan       nan       1000      45        
node_1         topic_10       102400    1281           0         1281           43206     nan       nan       nan       nan       1000      45        
node_1         topic_11       102400    1280           0         1280           42762     nan       nan       nan       nan       1000      45        
node_2         topic_10       102400    1281           0         1281           43206     nan       nan       nan       nan       1000      45        
node_2         topic_11       102400    1280           0         1280           42762     nan       nan       nan       nan       1000      45        
node_3         topic_10       102400    1281           0         1281           43206     nan       nan       nan       nan       1000      45        
node_3         topic_11       102400    1280           0         1280           42762     nan       nan       nan       nan       1000      45        
node_4         topic_10       102400    1281           0         1281           43207     nan       nan       nan       nan       1000      45        
node_4         topic_11       102400    1280           0         1280           42762     nan       nan       nan       nan       1000      45        
node_5         topic_10       102400    1281           0         1281           43207     nan       nan       nan       nan       1000      45        
node_5         topic_11       102400    1280           0         1280           42762     nan       nan       nan       nan       1000      45        
node_6         topic_10       102400    1281           0         1281           43222     nan       nan       nan       nan       1000      45        
node_6         topic_11       102400    1279           0         1279           42737     nan       nan       nan       nan       1000      45        
node_7         topic_10       102400    1280           0         1280           43181     nan       nan       nan       nan       1000      45        
node_7         topic_11       102400    1279           0         1279           42737     nan       nan       nan       nan       1000      45        
node_8         topic_10       102400    1277           0         1277           43185     nan       nan       nan       nan       1000      45        
node_8         topic_11       102400    1277           0         1277           42764     nan       nan       nan       nan       1000      45        
node_9         topic_10       102400    1280           0         1280           43206     nan       nan       nan       nan       1000      45        
node_9         topic_11       102400    1277           0         1277           42765     nan       nan       nan       nan       1000      45        
