node           topic          size[b]   received[#]    late[#]   too_late[#]    lost[#]   mean[us]  sd[us]    min[us]   max[us]   freq[hz]  duration[s]
node_0         topic_10       102400    1670           0         1670           42743     nan       nan       nan       nan       1000      45        
node_0         topic_11       102400    1669           0         1669           42277     nan       nan       nan       nan       1000      45        
node_1         topic_10       102400    1670           0         1670           42748     nan       nan       nan       nan       1000      45        
node_1         topic_11       102400    1669           0         1669           42279     nan       nan       nan       nan       1000      45        
node_2         topic_10       102400    1670           0         1670           42750     nan       nan       nan       nan       1000      45        
node_2         topic_11       102400    1669           0         1669           42281     nan       nan       nan       nan       1000      45        
node_3         topic_10       102400    1670           0         1670           42752     nan       nan       nan       nan       1000      45        
node_3         topic_11       102400    1668           0         1668           42284     nan       nan       nan       nan       1000      45        
node_4         topic_10       102400    1670           0         1670           42754     nan       nan       nan       nan       1000      45        
node_4         topic_11       102400    1669           0         1669           42285     nan       nan       nan       nan       1000      45        
node_5         topic_10       102400    1669           0         1669           42757     nan       nan       nan       nan       1000      45        
node_5         topic_11       102400    1669           0         1669           42287     nan       nan       nan       nan       1000      45        
node_6         topic_10       102400    1670           0         1670           42758     nan       nan       nan       nan       1000      45        
node_6         topic_11       102400    1669           0         1669           42289     nan       nan       nan       nan       1000      45        
node_7         topic_10       102400    1670           0         1670           42760     nan       nan       nan       nan       1000      45        
node_7         topic_11       102400    1669           0         1669           42291     nan       nan       nan       nan       1000      45        
node_8         topic_10       102400    1670           0         1670           42762     nan       nan       nan       nan       1000      45        
node_8         topic_11       102400    1669           0         1669           42294     nan       nan       nan       nan       1000      45        
node_9         topic_10       102400    1670           0         1670           42765     nan       nan       nan       nan       1000      45        
node_9         topic_11       102400    1656           0         1656           42284     nan       nan       nan       nan       1000      45        
