node           topic          size[b]   received[#]    late[#]   too_late[#]    lost[#]   mean[us]  sd[us]    min[us]   max[us]   freq[hz]  duration[s]
node_0         topic_10       102400    4180           0         4180           40267     nan       nan       nan       nan       1000      45        
node_0         topic_11       102400    4180           0         4180           39635     nan       nan       nan       nan       1000      45        
node_1         topic_10       102400    4180           0         4180           40268     nan       nan       nan       nan       1000      45        
node_1         topic_11       102400    4180           0         4180           39635     nan       nan       nan       nan       1000      45        
node_2         topic_10       102400    4180           0         4180           40269     nan       nan       nan       nan       1000      45        
node_2         topic_11       102400    4180           0         4180           39635     nan       nan       nan       nan       1000      45        
node_3         topic_10       102400    4180           0         4180           40269     nan       nan       nan       nan       1000      45        
node_3         topic_11       102400    4180           0         4180           39637     nan       nan       nan       nan       1000      45        
node_4         topic_10       102400    4180           0         4180           40270     nan       nan       nan       nan       1000      45        
node_4         topic_11       102400    4180           0         4180           39638     nan       nan       nan       nan       1000      45        
node_5         topic_10       102400    4180           0         4180           40270     nan       nan       nan       nan       1000      45        
node_5         topic_11       102400    4180           0         4180           39638     nan       nan       nan       nan       1000      45        
node_6         topic_10       102400    4180           0         4180           40270     nan       nan       nan       nan       1000      45        
node_6         topic_11       102400    4180           0         4180           39638     nan       nan       nan       nan       1000      45        
node_7         topic_10       102400    4180           0         4180           40270     nan       nan       nan       nan       1000      45        
node_7         topic_11       102400    4180           0         4180           39638     nan       nan       nan       nan       1000      45        
node_8         topic_10       102400    4180           0         4180           40272     nan       nan       nan       nan       1000      45        
node_8         topic_11       102400    4180           0         4180           39638     nan       nan       nan       nan       1000      45        
node_9         topic_10       102400    4174           0         4174           40273     nan       nan       nan       nan       1000      45        
node_9         topic_11       102400    4179           0         4179           39636     nan       nan       nan       nan       1000      45        
