node           topic          size[b]   received[#]    late[#]   too_late[#]    lost[#]   mean[us]  sd[us]    min[us]   max[us]   freq[hz]  duration[s]
node_0         topic_10       102400    19802          0         19802          24279     nan       nan       nan       nan       1000      45        
node_0         topic_9        102400    19802          0         19802          24836     nan       nan       nan       nan       1000      45        
node_1         topic_10       102400    19802          0         19802          24279     nan       nan       nan       nan       1000      45        
node_1         topic_9        102400    19802          0         19802          24836     nan       nan       nan       nan       1000      45        
node_2         topic_10       102400    19802          0         19802          24279     nan       nan       nan       nan       1000      45        
node_2         topic_9        102400    19802          0         19802          24836     nan       nan       nan       nan       1000      45        
node_3         topic_10       102400    19802          0         19802          24280     nan       nan       nan       nan       1000      45        
node_3         topic_9        102400    19802          0         19802          24836     nan       nan       nan       nan       1000      45        
node_4         topic_10       102400    19802          0         19802          24280     nan       nan       nan       nan       1000      45        
node_4         topic_9        102400    19802          0         19802          24836     nan       nan       nan       nan       1000      45        
node_5         topic_10       102400    19801          0         19801          24281     nan       nan       nan       nan       1000      45        
node_5         topic_9        102400    19802          0         19802          24836     nan       nan       nan       nan       1000      45        
node_6         topic_10       102400    19802          0         19802          24280     nan       nan       nan       nan       1000      45        
node_6         topic_9        102400    19802          0         19802          24837     nan       nan       nan       nan       1000      45        
node_7         topic_10       102400    19802          0         19802          24280     nan       nan       nan       nan       1000      45        
node_7         topic_9        102400    19802          0         19802          24837     nan       nan       nan       nan       1000      45        
node_8         topic_10       102400    19800          0         19800          24281     nan       nan       nan       nan       1000      45        
node_8         topic_9        102400    19796          0         19796          24841     nan       nan       nan       nan       1000      45        
