node           topic          size[b]   received[#]    late[#]   too_late[#]    lost[#]   mean[us]  sd[us]    min[us]   max[us]   freq[hz]  duration[s]
node_0         topic_10       102400    24716          0         24716          19525     nan       nan       nan       nan       1000      45        
node_0         topic_9        102400    24716          0         24716          19901     nan       nan       nan       nan       1000      45        
node_1         topic_10       102400    24715          0         24715          19524     nan       nan       nan       nan       1000      45        
node_1         topic_9        102400    24715          0         24715          19901     nan       nan       nan       nan       1000      45        
node_2         topic_10       102400    24733          0         24733          19507     nan       nan       nan       nan       1000      45        
node_2         topic_9        102400    24735          0         24735          19881     nan       nan       nan       nan       1000      45        
node_3         topic_10       102400    24714          0         24714          19526     nan       nan       nan       nan       1000      45        
node_3         topic_9        102400    24715          0         24715          19901     nan       nan       nan       nan       1000      45        
node_4         topic_10       102400    24712          0         24712          19528     nan       nan       nan       nan       1000      45        
node_4         topic_9        102400    24712          0         24712          19904     nan       nan       nan       nan       1000      45        
node_5         topic_10       102400    24733          0         24733          19507     nan       nan       nan       nan       1000      45        
node_5         topic_9        102400    24734          0         24734          19883     nan       nan       nan       nan       1000      45        
node_6         topic_10       102400    24714          0         24714          19526     nan       nan       nan       nan       1000      45        
node_6         topic_9        102400    24714          0         24714          19903     nan       nan       nan       nan       1000      45        
node_7         topic_10       102400    24731          0         24731          19510     nan       nan       nan       nan       1000      45        
node_7         topic_9        102400    24734          0         24734          19883     nan       nan       nan       nan       1000      45        
node_8         topic_10       102400    24713          0         24713          19528     nan       nan       nan       nan       1000      45        
node_8         topic_9        102400    24715          0         24715          19902     nan       nan       nan       nan       1000      45        
