node           topic          size[b]   received[#]    late[#]   too_late[#]    lost[#]   mean[us]  sd[us]    min[us]   max[us]   freq[hz]  duration[s]
node_0         topic_6        102400    44688          40615     4073           234       735       57        446       1000      1000      45        
node_0         topic_7        102400    44691          41549     3142           198       487       65        321       998       1000      45        
node_1         topic_6        102400    44692          41152     3540           230       758       53        339       1000      1000      45        
node_1         topic_7        102400    44653          41297     3356           236       557       62        353       994       1000      45        
node_2         topic_6        102400    44717          39338     5379           205       806       53        499       1000      1000      45        
node_2         topic_7        102400    44685          41537     3148           204       620       64        389       999       1000      45        
node_3         topic_6        102400    44689          39435     5254           233       822       54        384       1000      1000      45        
node_3         topic_7        102400    44713          41441     3272           176       684       69        409       999       1000      45        
node_4         topic_6        102400    44734          35138     9596           188       868       50        585       1000      1000      45        
node_4         topic_7        102400    44735          41560     3175           154       737       65        449       1000      1000      45        
node_5         topic_6        102400    44670          30868     13802          252       892       60        476       1000      1000      45        
node_5         topic_7        102400    44641          41660     2981           248       419       118       308       998       1000      45        
