node           topic          size[b]   received[#]    late[#]   too_late[#]    lost[#]   mean[us]  sd[us]    min[us]   max[us]   freq[hz]  duration[s]
node_0         topic_8        102400    4501           2         0              0         609       92        455       2219      100       45        
node_0         topic_9        102400    4500           0         0              0         645       103       473       1376      100       45        
node_1         topic_8        102400    4501           1         0              0         613       100       407       2284      100       45        
node_1         topic_9        102400    4500           0         0              0         637       94        417       1367      100       45        
node_2         topic_8        102400    4501           1         0              0         675       94        512       2314      100       45        
node_2         topic_9        102400    4500           0         0              0         668       87        473       1443      100       45        
node_3         topic_8        102400    4501           1         0              0         706       96        534       2343      100       45        
node_3         topic_9        102400    4500           0         0              0         723       90        564       1435      100       45        
node_4         topic_8        102400    4498           1         0              3         749       97        555       2371      100       45        
node_4         topic_9        102400    4500           0         0              0         773       94        587       1479      100       45        
node_5         topic_8        102400    4498           1         1              3         775       98        577       2400      100       45        
node_5         topic_9        102400    4500           0         0              0         717       94        521       1537      100       45        
node_6         topic_8        102400    4501           1         0              0         804       99        599       2429      100       45        
node_6         topic_9        102400    4500           0         0              0         807       90        622       1573      100       45        
node_7         topic_8        102400    4501           1         0              0         711       108       469       2459      100       45        
node_7         topic_9        102400    4500           0         0              0         837       93        645       1610      100       45        
