node           topic          size[b]   received[#]    late[#]   too_late[#]    lost[#]   mean[us]  sd[us]    min[us]   max[us]   freq[hz]  duration[s]
node_0         topic_5        102400    4501           1         0              0         614       135       382       2348      100       45        
node_0         topic_6        102400    4501           1         0              0         666       147       370       2291      100       45        
node_1         topic_5        102400    4501           0         0              0         564       129       331       1802      100       45        
node_1         topic_6        102400    4501           0         0              0         617       133       365       1387      100       45        
node_2         topic_5        102400    4494           1         0              7         618       128       368       2458      100       45        
node_2         topic_6        102400    4501           0         0              0         668       133       395       1496      100       45        
node_3         topic_5        102400    4501           1         0              0         669       137       438       2544      100       45        
node_3         topic_6        102400    4501           0         0              0         725       141       468       1539      100       45        
node_4         topic_5        102400    4501           1         0              0         648       133       393       2030      100       45        
node_4         topic_6        102400    4501           0         0              0         705       137       438       1586      100       45        
