node           topic          size[b]   received[#]    late[#]   too_late[#]    lost[#]   mean[us]  sd[us]    min[us]   max[us]   freq[hz]  duration[s]
node_0         topic_6        102400    4501           17        0              0         676       244       420       5602      100       45        
node_0         topic_7        102400    4501           7         0              0         655       211       406       3110      100       45        
node_1         topic_6        102400    4501           10        2              0         648       236       353       5655      100       45        
node_1         topic_7        102400    4501           11        0              0         672       221       394       5010      100       45        
node_2         topic_6        102400    4501           15        0              0         689       235       383       5237      100       45        
node_2         topic_7        102400    4501           17        0              0         733       235       473       4497      100       45        
node_3         topic_6        102400    4501           26        0              0         763       264       471       5731      100       45        
node_3         topic_7        102400    4501           19        0              0         771       238       506       4446      100       45        
node_4         topic_6        102400    4501           29        2              0         794       271       504       5463      100       45        
node_4         topic_7        102400    4501           26        0              0         804       243       531       5070      100       45        
node_5         topic_6        102400    4501           31        0              0         747       263       434       5363      100       45        
node_5         topic_7        102400    4493           20        0              8         748       234       438       3385      100       45        
