node           topic          size[b]   received[#]    late[#]   too_late[#]    lost[#]   mean[us]  sd[us]    min[us]   max[us]   freq[hz]  duration[s]
node_0         topic_8        102400    4501           0         0              0         553       101       393       1137      100       45        
node_0         topic_9        102400    4500           0         0              0         590       90        422       1286      100       45        
node_1         topic_8        102400    4501           0         0              0         621       98        462       1318      100       45        
node_1         topic_9        102400    4500           0         0              0         642       90        498       1315      100       45        
node_2         topic_8        102400    4501           0         0              0         639       99        507       1501      100       45        
node_2         topic_9        102400    4500           0         0              0         663       90        520       1470      100       45        
node_3         topic_8        102400    4501           1         8              0         704       116       532       2568      100       45        
node_3         topic_9        102400    4500           0         0              0         748       98        575       1494      100       45        
node_4         topic_8        102400    4501           0         0              0         693       106       549       1985      100       45        
node_4         topic_9        102400    4493           0         0              7         705       90        551       1294      100       45        
node_5         topic_8        102400    4501           1         8              0         738       114       576       2413      100       45        
node_5         topic_9        102400    4493           0         1              7         773       92        594       1317      100       45        
node_6         topic_8        102400    4501           1         8              0         760       115       598       2460      100       45        
node_6         topic_9        102400    4500           0         0              0         793       94        618       1389      100       45        
node_7         topic_8        102400    4501           0         0              0         786       114       600       1575      100       45        
node_7         topic_9        102400    4500           0         0              0         821       93        638       1519      100       45        
