node           topic          size[b]   received[#]    late[#]   too_late[#]    lost[#]   mean[us]  sd[us]    min[us]   max[us]   freq[hz]  duration[s]
node_0         topic_8        102400    4500           0         0              0         557       89        404       1153      100       45        
node_0         topic_9        102400    4501           0         0              0         612       95        418       1306      100       45        
node_1         topic_8        102400    4500           0         0              0         622       85        471       1262      100       45        
node_1         topic_9        102400    4501           0         0              0         725       113       512       1328      100       45        
node_2         topic_8        102400    4500           0         0              0         663       88        494       1292      100       45        
node_2         topic_9        102400    4501           0         0              0         671       97        480       1349      100       45        
node_3         topic_8        102400    4500           0         0              0         653       85        469       1318      100       45        
node_3         topic_9        102400    4501           0         0              0         698       99        522       1601      100       45        
node_4         topic_8        102400    4500           0         3              0         716       90        555       1699      100       45        
node_4         topic_9        102400    4501           0         0              0         784       105       580       1396      100       45        
node_5         topic_8        102400    4500           0         3              0         742       92        577       1738      100       45        
node_5         topic_9        102400    4501           0         0              0         811       106       603       1671      100       45        
node_6         topic_8        102400    4500           0         0              0         767       89        600       1347      100       45        
node_6         topic_9        102400    4501           0         0              0         837       103       628       1688      100       45        
node_7         topic_8        102400    4500           0         3              0         794       91        624       1877      100       45        
node_7         topic_9        102400    4501           0         0              0         764       110       588       1744      100       45        
