node           topic          size[b]   received[#]    late[#]   too_late[#]    lost[#]   mean[us]  sd[us]    min[us]   max[us]   freq[hz]  duration[s]
node_0         topic_6        102400    4501           0         0              0         583       81        423       1803      100       45        
node_0         topic_7        102400    4500           1         5              0         626       136       425       2282      100       45        
node_1         topic_6        102400    4501           0         0              0         500       73        360       1712      100       45        
node_1         topic_7        102400    4500           1         5              0         576       139       394       2121      100       45        
node_2         topic_6        102400    4501           0         8              0         562       70        405       1847      100       45        
node_2         topic_7        102400    4500           1         5              0         625       137       442       2148      100       45        
node_3         topic_6        102400    4501           0         0              0         585       74        424       1903      100       45        
node_3         topic_7        102400    4500           1         5              0         698       148       464       2310      100       45        
node_4         topic_6        102400    4501           0         8              0         646       78        487       1878      100       45        
node_4         topic_7        102400    4500           1         5              0         731       153       486       2337      100       45        
node_5         topic_6        102400    4501           0         8              0         636       74        472       1905      100       45        
node_5         topic_7        102400    4500           1         5              0         667       141       453       2229      100       45        
