node           topic          size[b]   received[#]    late[#]   too_late[#]    lost[#]   mean[us]  sd[us]    min[us]   max[us]   freq[hz]  duration[s]
node_0         topic_10       102400    4501           1         0              0         592       70        466       2214      100       45        
node_0         topic_11       102400    4500           0         0              0         640       80        480       1649      100       45        
node_1         topic_10       102400    4501           1         0              0         671       62        524       2290      100       45        
node_1         topic_11       102400    4500           0         0              0         711       76        534       1723      100       45        
node_2         topic_10       102400    4501           1         0              0         762       86        594       2339      100       45        
node_2         topic_11       102400    4500           0         0              0         821       91        612       1764      100       45        
node_3         topic_10       102400    4501           1         0              0         706       60        581       2384      100       45        
node_3         topic_11       102400    4500           1         8              0         733       84        590       4442      100       45        
node_4         topic_10       102400    4501           2         0              0         747       66        623       2430      100       45        
node_4         topic_11       102400    4500           1         8              0         774       85        636       4490      100       45        
node_5         topic_10       102400    4501           1         0              0         797       68        664       2474      100       45        
node_5         topic_11       102400    4500           1         8              0         837       89        678       4532      100       45        
node_6         topic_10       102400    4498           1         9              3         820       74        687       4093      100       45        
node_6         topic_11       102400    4500           0         0              0         862       72        702       1986      100       45        
node_7         topic_10       102400    4498           1         9              3         851       76        713       4125      100       45        
node_7         topic_11       102400    4500           2         8              0         898       89        727       4578      100       45        
node_8         topic_10       102400    4498           1         9              3         879       77        737       4154      100       45        
node_8         topic_11       102400    4500           2         8              0         927       91        753       4635      100       45        
node_9         topic_10       102400    4498           1         9              3         907       75        762       4183      100       45        
node_9         topic_11       102400    4500           2         8              0         955       90        780       4683      100       45        
