node           topic          size[b]   received[#]    late[#]   too_late[#]    lost[#]   mean[us]  sd[us]    min[us]   max[us]   freq[hz]  duration[s]
node_0         topic_5        102400    4501           0         0              0         580       130       337       1217      100       45        
node_0         topic_6        102400    4501           0         0              0         587       120       344       1219      100       45        
node_1         topic_5        102400    4501           0         0              0         575       131       324       1315      100       45        
node_1         topic_6        102400    4501           0         0              0         637       126       401       1240      100       45        
node_2         topic_5        102400    4501           0         5              0         661       142       416       1490      100       45        
node_2         topic_6        102400    4501           0         5              0         717       145       445       1212      100       45        
node_3         topic_5        102400    4501           0         0              0         628       134       361       1343      100       45        
node_3         topic_6        102400    4501           0         5              0         678       129       426       1311      100       45        
node_4         topic_5        102400    4501           0         5              0         702       147       443       1541      100       45        
node_4         topic_6        102400    4501           0         0              0         741       141       452       1348      100       45        
