node           topic          size[b]   received[#]    late[#]   too_late[#]    lost[#]   mean[us]  sd[us]    min[us]   max[us]   freq[hz]  duration[s]
node_0         topic_10       102400    4500           1         0              0         630       67        482       2093      100       45        
node_0         topic_9        102400    4501           0         0              0         697       71        546       1837      100       45        
node_1         topic_10       102400    4500           0         0              0         681       63        522       1544      100       45        
node_1         topic_9        102400    4501           0         0              0         560       66        445       1691      100       45        
node_2         topic_10       102400    4500           0         0              0         729       67        572       1590      100       45        
node_2         topic_9        102400    4501           0         0              0         726       73        571       1860      100       45        
node_3         topic_10       102400    4500           1         0              0         778       64        628       2197      100       45        
node_3         topic_9        102400    4501           0         0              0         751       72        594       1887      100       45        
node_4         topic_10       102400    4500           0         0              0         817       60        674       1665      100       45        
node_4         topic_9        102400    4501           0         0              0         636       73        507       1736      100       45        
node_5         topic_10       102400    4500           1         0              0         843       67        674       2578      100       45        
node_5         topic_9        102400    4501           0         0              0         690       73        537       1762      100       45        
node_6         topic_10       102400    4500           0         5              0         869       61        697       1805      100       45        
node_6         topic_9        102400    4501           0         0              0         759       66        594       1924      100       45        
node_7         topic_10       102400    4500           0         5              0         894       61        743       1829      100       45        
node_7         topic_9        102400    4501           0         0              0         811       63        689       1949      100       45        
node_8         topic_10       102400    4500           0         5              0         722       90        455       1748      100       45        
node_8         topic_9        102400    4501           0         0              0         839       63        713       1975      100       45        
