node           topic          size[b]   received[#]    late[#]   too_late[#]    lost[#]   mean[us]  sd[us]    min[us]   max[us]   freq[hz]  duration[s]
node_0         topic_7        102400    4501           1         0              0         536       95        393       2385      100       45        
node_0         topic_8        102400    4501           0         0              0         575       100       419       1376      100       45        
node_1         topic_7        102400    4501           1         0              0         648       112       475       2477      100       45        
node_1         topic_8        102400    4501           0         0              0         716       119       503       1440      100       45        
node_2         topic_7        102400    4499           1         0              2         672       114       496       2520      100       45        
node_2         topic_8        102400    4501           0         0              0         630       111       457       1474      100       45        
node_3         topic_7        102400    4501           1         0              0         618       95        439       2568      100       45        
node_3         topic_8        102400    4501           0         0              0         654       106       484       1502      100       45        
node_4         topic_7        102400    4501           1         0              0         637       100       465       2611      100       45        
node_4         topic_8        102400    4501           0         0              0         689       108       519       1684      100       45        
node_5         topic_7        102400    4501           1         0              0         683       96        518       2651      100       45        
node_5         topic_8        102400    4501           0         0              0         740       112       558       1567      100       45        
node_6         topic_7        102400    4501           1         0              0         737       105       585       2698      100       45        
node_6         topic_8        102400    4501           0         10             0         785       117       618       1591      100       45        
