node           topic          size[b]   received[#]    late[#]   too_late[#]    lost[#]   mean[us]  sd[us]    min[us]   max[us]   freq[hz]  duration[s]
node_0         topic_6        102400    4501           23        0              0         601       251       360       7974      100       45        
node_0         topic_7        102400    4501           20        0              0         637       290       403       9667      100       45        
node_1         topic_6        102400    4501           23        3              0         612       254       365       8104      100       45        
node_1         topic_7        102400    4501           18        2              0         660       259       392       6181      100       45        
node_2         topic_6        102400    4501           34        8              0         658       275       415       8143      100       45        
node_2         topic_7        102400    4501           24        2              0         703       299       452       9805      100       45        
node_3         topic_6        102400    4501           32        2              0         690       269       467       8220      100       45        
node_3         topic_7        102400    4501           26        0              0         740       293       495       8365      100       45        
node_4         topic_6        102400    4501           37        8              0         733       284       489       8262      100       45        
node_4         topic_7        102400    4501           31        2              0         782       300       519       9927      100       45        
node_5         topic_6        102400    4501           37        9              0         756       280       511       8346      100       45        
node_5         topic_7        102400    4501           34        0              0         810       319       544       9301      100       45        
