node           topic          size[b]   received[#]    late[#]   too_late[#]    lost[#]   mean[us]  sd[us]    min[us]   max[us]   freq[hz]  duration[s]
node_0         topic_5        102400    4501           0         0              0         576       119       341       1097      100       45        
node_0         topic_6        102400    4501           0         0              0         639       115       354       1363      100       45        
node_1         topic_5        102400    4501           0         0              0         639       127       389       1195      100       45        
node_1         topic_6        102400    4501           0         0              0         700       123       397       1280      100       45        
node_2         topic_5        102400    4501           0         0              0         646       129       388       1222      100       45        
node_2         topic_6        102400    4501           0         5              0         714       123       406       1539      100       45        
node_3         topic_5        102400    4501           0         0              0         682       135       430       1330      100       45        
node_3         topic_6        102400    4501           0         5              0         751       130       427       1561      100       45        
node_4         topic_5        102400    4501           0         7              0         709       137       446       1226      100       45        
node_4         topic_6        102400    4501           0         5              0         781       132       489       1584      100       45        
