node           topic          size[b]   received[#]    late[#]   too_late[#]    lost[#]   mean[us]  sd[us]    min[us]   max[us]   freq[hz]  duration[s]
node_0         topic_5        102400    4501           0         0              0         582       120       329       1000      100       45        
node_0         topic_6        102400    4501           0         0              0         604       125       370       1296      100       45        
node_1         topic_5        102400    4501           0         0              0         639       129       377       1283      100       45        
node_1         topic_6        102400    4501           0         0              0         664       136       401       1338      100       45        
node_2         topic_5        102400    4501           0         0              0         656       133       409       1125      100       45        
node_2         topic_6        102400    4501           0         0              0         694       145       420       1361      100       45        
node_3         topic_5        102400    4500           0         9              1         691       143       432       1987      100       45        
node_3         topic_6        102400    4501           0         0              0         730       150       442       1383      100       45        
node_4         topic_5        102400    4500           1         9              1         721       145       453       2009      100       45        
node_4         topic_6        102400    4492           0         0              9         718       145       428       1406      100       45        
