node           topic          size[b]   received[#]    late[#]   too_late[#]    lost[#]   mean[us]  sd[us]    min[us]   max[us]   freq[hz]  duration[s]
node_0         topic_10       102400    4501           0         0              0         617       65        463       1464      100       45        
node_0         topic_9        102400    4501           1         0              0         562       66        442       2060      100       45        
node_1         topic_10       102400    4501           0         0              0         780       79        571       1571      100       45        
node_1         topic_9        102400    4501           1         0              0         698       91        536       2145      100       45        
node_2         topic_10       102400    4501           0         0              0         693       76        523       1551      100       45        
node_2         topic_9        102400    4501           1         0              0         656       66        483       2175      100       45        
node_3         topic_10       102400    4501           0         0              0         700       61        552       1585      100       45        
node_3         topic_9        102400    4501           1         0              0         673       54        543       2203      100       45        
node_4         topic_10       102400    4501           1         5              0         818       73        639       2122      100       45        
node_4         topic_9        102400    4501           1         5              0         750       89        605       4216      100       45        
node_5         topic_10       102400    4501           1         5              0         747       67        586       2150      100       45        
node_5         topic_9        102400    4501           1         0              0         728       58        586       2232      100       45        
node_6         topic_10       102400    4501           1         5              0         851       69        685       2177      100       45        
node_6         topic_9        102400    4501           1         5              0         794       83        651       4244      100       45        
node_7         topic_10       102400    4501           1         5              0         831       73        661       2058      100       45        
node_7         topic_9        102400    4501           1         0              0         790       62        624       2261      100       45        
node_8         topic_10       102400    4501           0         0              0         875       67        686       1615      100       45        
node_8         topic_9        102400    4501           1         5              0         825       79        648       4272      100       45        
