node           topic          size[b]   received[#]    late[#]   too_late[#]    lost[#]   mean[us]  sd[us]    min[us]   max[us]   freq[hz]  duration[s]
node_0         topic_8        102400    4501           0         0              0         566       88        397       1782      100       45        
node_0         topic_9        102400    4500           0         0              0         601       80        421       1271      100       45        
node_1         topic_8        102400    4501           0         0              0         664       96        478       1826      100       45        
node_1         topic_9        102400    4500           0         0              0         645       75        514       1324      100       45        
node_2         topic_8        102400    4501           0         0              0         704       101       501       1852      100       45        
node_2         topic_9        102400    4500           0         0              0         683       78        540       1391      100       45        
node_3         topic_8        102400    4501           0         0              0         735       103       522       1876      100       45        
node_3         topic_9        102400    4500           0         0              0         732       81        567       1446      100       45        
node_4         topic_8        102400    4501           0         0              0         676       96        449       1902      100       45        
node_4         topic_9        102400    4500           0         0              0         770       86        588       1469      100       45        
node_5         topic_8        102400    4501           0         0              0         676       91        508       1927      100       45        
node_5         topic_9        102400    4500           0         0              0         793       79        611       1497      100       45        
node_6         topic_8        102400    4501           1         9              0         785       99        590       2368      100       45        
node_6         topic_9        102400    4500           0         0              0         828       83        635       1532      100       45        
node_7         topic_8        102400    4501           0         0              0         748       94        534       1981      100       45        
node_7         topic_9        102400    4492           0         0              8         712       92        491       1259      100       45        
