node           topic          size[b]   received[#]    late[#]   too_late[#]    lost[#]   mean[us]  sd[us]    min[us]   max[us]   freq[hz]  duration[s]
node_0         topic_10       102400    4500           1         0              0         620       87        459       2312      100       45        
node_0         topic_9        102400    4501           2         0              0         583       94        420       2792      100       45        
node_1         topic_10       102400    4500           1         0              0         701       87        538       2339      100       45        
node_1         topic_9        102400    4501           2         0              0         714       110       543       2682      100       45        
node_2         topic_10       102400    4500           1         0              0         755       86        580       2366      100       45        
node_2         topic_9        102400    4501           1         0              0         745       110       566       2196      100       45        
node_3         topic_10       102400    4500           1         0              0         796       88        612       2392      100       45        
node_3         topic_9        102400    4501           1         0              0         772       111       589       2227      100       45        
node_4         topic_10       102400    4500           1         0              0         819       85        621       2419      100       45        
node_4         topic_9        102400    4501           1         0              0         674       94        455       2255      100       45        
node_5         topic_10       102400    4500           1         0              0         847       86        648       2447      100       45        
node_5         topic_9        102400    4501           1         0              0         804       106       613       2286      100       45        
node_6         topic_10       102400    4500           1         0              0         707       98        504       2474      100       45        
node_6         topic_9        102400    4501           1         0              0         722       98        534       2315      100       45        
node_7         topic_10       102400    4500           1         0              0         747       98        538       2501      100       45        
node_7         topic_9        102400    4501           1         0              0         839       101       663       2345      100       45        
node_8         topic_10       102400    4500           1         0              0         884       82        725       2694      100       45        
node_8         topic_9        102400    4501           1         0              0         801       111       572       2395      100       45        
