node           topic          size[b]   received[#]    late[#]   too_late[#]    lost[#]   mean[us]  sd[us]    min[us]   max[us]   freq[hz]  duration[s]
node_0         topic_10       102400    4501           0         0              0         647       89        452       1294      100       45        
node_0         topic_9        102400    4500           1         0              0         676       111       500       2962      100       45        
node_1         topic_10       102400    4501           0         0              0         709       90        540       1343      100       45        
node_1         topic_9        102400    4500           0         0              0         591       92        437       1311      100       45        
node_2         topic_10       102400    4501           0         0              0         664       106       459       1414      100       45        
node_2         topic_9        102400    4500           0         0              0         735       104       558       1507      100       45        
node_3         topic_10       102400    4501           0         0              0         777       92        594       1464      100       45        
node_3         topic_9        102400    4500           1         0              0         763       110       580       3183      100       45        
node_4         topic_10       102400    4501           0         0              0         802       90        618       1487      100       45        
node_4         topic_9        102400    4498           0         0              2         785       104       601       1382      100       45        
node_5         topic_10       102400    4501           0         0              0         831       90        649       1512      100       45        
node_5         topic_9        102400    4499           0         1              1         810       105       624       1803      100       45        
node_6         topic_10       102400    4501           0         5              0         858       91        673       1778      100       45        
node_6         topic_9        102400    4499           0         1              1         682       102       499       1933      100       45        
node_7         topic_10       102400    4501           0         5              0         729       107       508       1821      100       45        
node_7         topic_9        102400    4499           0         1              1         729       102       543       1847      100       45        
node_8         topic_10       102400    4501           0         5              0         889       91        718       1848      100       45        
node_8         topic_9        102400    4500           0         0              0         853       97        699       1666      100       45        
