node           topic          size[b]   received[#]    late[#]   too_late[#]    lost[#]   mean[us]  sd[us]    min[us]   max[us]   freq[hz]  duration[s]
node_0         topic_7        102400    4501           2         0              0         560       107       383       3654      100       45        
node_0         topic_8        102400    4501           3         0              0         605       171       403       7197      100       45        
node_1         topic_7        102400    4501           2         0              0         612       109       440       3803      100       45        
node_1         topic_8        102400    4501           2         0              0         654       174       459       7315      100       45        
node_2         topic_7        102400    4501           2         0              0         629       109       481       3912      100       45        
node_2         topic_8        102400    4501           1         2              0         676       147       488       2862      100       45        
node_3         topic_7        102400    4501           3         0              0         703       124       502       3957      100       45        
node_3         topic_8        102400    4501           3         3              0         748       185       527       7442      100       45        
node_4         topic_7        102400    4498           2         0              3         674       111       517       4047      100       45        
node_4         topic_8        102400    4501           3         3              0         722       181       523       7530      100       45        
node_5         topic_7        102400    4501           3         0              0         731       122       548       4130      100       45        
node_5         topic_8        102400    4501           3         0              0         782       187       571       7609      100       45        
node_6         topic_7        102400    4501           3         0              0         750       123       570       4211      100       45        
node_6         topic_8        102400    4501           3         3              0         807       187       594       7696      100       45        
