node           topic          size[b]   received[#]    late[#]   too_late[#]    lost[#]   mean[us]  sd[us]    min[us]   max[us]   freq[hz]  duration[s]
node_0         topic_10       102400    4501           1         0              0         586       68        465       2190      100       45        
node_0         topic_11       102400    4501           0         0              0         631       80        477       1386      100       45        
node_1         topic_10       102400    4501           1         0              0         661       63        513       2484      100       45        
node_1         topic_11       102400    4501           0         0              0         696       73        529       1409      100       45        
node_2         topic_10       102400    4501           1         0              0         743       79        601       2520      100       45        
node_2         topic_11       102400    4501           0         0              0         799       86        627       1455      100       45        
node_3         topic_10       102400    4501           1         0              0         773       82        624       2553      100       45        
node_3         topic_11       102400    4501           0         0              0         827       89        649       1501      100       45        
node_4         topic_10       102400    4501           1         0              0         710       66        559       2280      100       45        
node_4         topic_11       102400    4501           0         0              0         738       75        574       1524      100       45        
node_5         topic_10       102400    4501           1         0              0         758       69        618       2585      100       45        
node_5         topic_11       102400    4501           0         0              0         788       76        627       1547      100       45        
node_6         topic_10       102400    4501           1         0              0         822       73        694       2328      100       45        
node_6         topic_11       102400    4501           0         3              0         875       85        715       1618      100       45        
node_7         topic_10       102400    4501           1         0              0         836       69        677       2620      100       45        
node_7         topic_11       102400    4501           0         3              0         876       77        683       1505      100       45        
node_8         topic_10       102400    4501           1         0              0         870       68        742       2656      100       45        
node_8         topic_11       102400    4501           0         3              0         910       76        696       1792      100       45        
node_9         topic_10       102400    4501           1         0              0         896       69        736       2692      100       45        
node_9         topic_11       102400    4501           0         3              0         943       75        788       1670      100       45        
