node           topic          size[b]   received[#]    late[#]   too_late[#]    lost[#]   mean[us]  sd[us]    min[us]   max[us]   freq[hz]  duration[s]
node_0         topic_10       102400    4501           0         0              0         613       72        452       1433      100       45        
node_0         topic_9        102400    4501           1         0              0         568       65        428       2174      100       45        
node_1         topic_10       102400    4501           0         0              0         678       66        525       1387      100       45        
node_1         topic_9        102400    4501           1         0              0         644       58        512       2355      100       45        
node_2         topic_10       102400    4501           0         0              0         763       77        567       1441      100       45        
node_2         topic_9        102400    4501           1         0              0         717       81        560       2412      100       45        
node_3         topic_10       102400    4501           1         0              0         790       80        589       2318      100       45        
node_3         topic_9        102400    4501           1         0              0         739       80        582       2474      100       45        
node_4         topic_10       102400    4501           0         0              0         817       78        611       1638      100       45        
node_4         topic_9        102400    4501           1         0              0         688       63        549       2553      100       45        
node_5         topic_10       102400    4501           0         0              0         715       76        561       1755      100       45        
node_5         topic_9        102400    4501           1         0              0         730       64        579       2709      100       45        
node_6         topic_10       102400    4501           0         0              0         763       75        606       1811      100       45        
node_6         topic_9        102400    4501           1         0              0         792       71        648       2783      100       45        
node_7         topic_10       102400    4501           0         0              0         840       70        665       1865      100       45        
node_7         topic_9        102400    4501           1         0              0         801       69        645       2837      100       45        
node_8         topic_10       102400    4501           0         0              0         883       70        715       1920      100       45        
node_8         topic_9        102400    4501           1         0              0         832       67        677       2892      100       45        
