node           topic          size[b]   received[#]    late[#]   too_late[#]    lost[#]   mean[us]  sd[us]    min[us]   max[us]   freq[hz]  duration[s]
node_0         topic_10       102400    4501           0         0              0         597       64        478       1502      100       45        
node_0         topic_11       102400    4501           0         0              0         646       78        485       1974      100       45        
node_1         topic_10       102400    4501           0         0              0         678       58        555       1636      100       45        
node_1         topic_11       102400    4501           1         0              0         715       73        543       2017      100       45        
node_2         topic_10       102400    4501           0         0              0         704       56        587       1606      100       45        
node_2         topic_11       102400    4501           1         0              0         787       74        618       2058      100       45        
node_3         topic_10       102400    4501           0         0              0         740       56        629       1653      100       45        
node_3         topic_11       102400    4501           1         0              0         750       71        579       2109      100       45        
node_4         topic_10       102400    4501           0         0              0         779       59        657       1719      100       45        
node_4         topic_11       102400    4501           2         0              0         841       71        666       2138      100       45        
node_5         topic_10       102400    4501           0         0              0         806       61        680       1798      100       45        
node_5         topic_11       102400    4501           2         0              0         803       75        640       2167      100       45        
node_6         topic_10       102400    4501           0         0              0         834       64        704       1852      100       45        
node_6         topic_11       102400    4501           2         0              0         878       69        702       2197      100       45        
node_7         topic_10       102400    4501           0         0              0         860       66        727       1906      100       45        
node_7         topic_11       102400    4501           2         0              0         907       71        726       2237      100       45        
node_8         topic_10       102400    4501           0         0              0         886       67        751       1959      100       45        
node_8         topic_11       102400    4501           2         0              0         933       72        750       2291      100       45        
node_9         topic_10       102400    4501           1         0              0         911       67        776       2014      100       45        
node_9         topic_11       102400    4501           2         0              0         959       73        791       2403      100       45        
