node           topic          size[b]   received[#]    late[#]   too_late[#]    lost[#]   mean[us]  sd[us]    min[us]   max[us]   freq[hz]  duration[s]
node_0         topic_5        102400    4501           0         0              0         577       120       308       1352      100       45        
node_0         topic_6        102400    4501           0         0              0         592       120       319       1413      100       45        
node_1         topic_5        102400    4501           0         0              0         629       127       366       1496      100       45        
node_1         topic_6        102400    4501           0         0              0         646       128       400       1452      100       45        
node_2         topic_5        102400    4501           0         0              0         649       130       387       1526      100       45        
node_2         topic_6        102400    4501           0         0              0         677       134       409       1477      100       45        
node_3         topic_5        102400    4501           0         6              0         682       137       408       1839      100       45        
node_3         topic_6        102400    4501           0         0              0         684       129       431       1531      100       45        
node_4         topic_5        102400    4501           0         6              0         721       141       429       1668      100       45        
node_4         topic_6        102400    4501           1         0              0         738       143       482       2300      100       45        
