node           topic          size[b]   received[#]    late[#]   too_late[#]    lost[#]   mean[us]  sd[us]    min[us]   max[us]   freq[hz]  duration[s]
node_0         topic_5        102400    4501           0         0              0         600       113       329       1106      100       45        
node_0         topic_6        102400    4500           0         0              0         633       107       348       1139      100       45        
node_1         topic_5        102400    4501           0         0              0         657       119       365       1201      100       45        
node_1         topic_6        102400    4500           0         0              0         689       114       415       1193      100       45        
node_2         topic_5        102400    4501           0         0              0         674       120       409       1228      100       45        
node_2         topic_6        102400    4500           0         4              0         709       114       431       1278      100       45        
node_3         topic_5        102400    4501           0         7              0         716       124       440       1411      100       45        
node_3         topic_6        102400    4500           0         4              0         754       122       453       1375      100       45        
node_4         topic_5        102400    4501           0         7              0         738       126       461       1479      100       45        
node_4         topic_6        102400    4500           0         5              0         776       121       474       1255      100       45        
