node           topic          size[b]   received[#]    late[#]   too_late[#]    lost[#]   mean[us]  sd[us]    min[us]   max[us]   freq[hz]  duration[s]
node_0         topic_10       102400    4501           1         0              0         640       80        490       2698      100       45        
node_0         topic_9        102400    4500           1         0              0         565       72        448       2569      100       45        
node_1         topic_10       102400    4501           0         0              0         704       80        560       1695      100       45        
node_1         topic_9        102400    4500           1         0              0         626       72        503       2762      100       45        
node_2         topic_10       102400    4501           0         0              0         673       86        452       1750      100       45        
node_2         topic_9        102400    4500           1         0              0         690       75        555       2828      100       45        
node_3         topic_10       102400    4501           1         0              0         781       84        593       2762      100       45        
node_3         topic_9        102400    4500           1         0              0         731       77        600       2882      100       45        
node_4         topic_10       102400    4501           1         0              0         801       80        615       2177      100       45        
node_4         topic_9        102400    4500           1         0              0         757       78        622       2937      100       45        
node_5         topic_10       102400    4501           2         0              0         731       85        531       2278      100       45        
node_5         topic_9        102400    4500           1         0              0         781       81        645       3349      100       45        
node_6         topic_10       102400    4501           1         0              0         849       83        666       2552      100       45        
node_6         topic_9        102400    4500           1         0              0         808       86        667       3625      100       45        
node_7         topic_10       102400    4501           1         0              0         869       78        689       2339      100       45        
node_7         topic_9        102400    4500           1         0              0         831       82        691       3416      100       45        
node_8         topic_10       102400    4501           1         0              0         894       77        713       2400      100       45        
node_8         topic_9        102400    4500           1         0              0         726       105       538       3477      100       45        
