node           topic          size[b]   received[#]    late[#]   too_late[#]    lost[#]   mean[us]  sd[us]    min[us]   max[us]   freq[hz]  duration[s]
node_0         topic_7        102400    4501           0         0              0         560       124       364       1470      100       45        
node_0         topic_8        102400    4501           0         0              0         582       120       402       1451      100       45        
node_1         topic_7        102400    4501           0         0              0         643       133       445       1609      100       45        
node_1         topic_8        102400    4501           0         0              0         634       125       432       1504      100       45        
node_2         topic_7        102400    4501           0         0              0         689       142       467       1631      100       45        
node_2         topic_8        102400    4501           1         6              0         676       133       466       2714      100       45        
node_3         topic_7        102400    4501           0         0              0         725       147       489       1653      100       45        
node_3         topic_8        102400    4501           1         6              0         731       135       531       2741      100       45        
node_4         topic_7        102400    4501           1         8              0         659       133       437       2705      100       45        
node_4         topic_8        102400    4501           1         6              0         755       134       554       2777      100       45        
node_5         topic_7        102400    4501           1         8              0         755       146       533       2889      100       45        
node_5         topic_8        102400    4501           1         6              0         780       134       573       2811      100       45        
node_6         topic_7        102400    4501           1         8              0         683       138       471       2932      100       45        
node_6         topic_8        102400    4501           1         6              0         684       137       469       2661      100       45        
