node           topic          size[b]   received[#]    late[#]   too_late[#]    lost[#]   mean[us]  sd[us]    min[us]   max[us]   freq[hz]  duration[s]
node_0         topic_6        102400    4501           45        0              0         650       342       382       8174      100       45        
node_0         topic_7        102400    4499           37        7              0         671       384       412       9073      100       45        
node_1         topic_6        102400    4501           54        3              0         701       356       417       8701      100       45        
node_1         topic_7        102400    4499           37        4              0         729       374       448       9170      100       45        
node_2         topic_6        102400    4501           59        8              0         746       378       466       8761      100       45        
node_2         topic_7        102400    4499           44        4              0         778       395       484       9255      100       45        
node_3         topic_6        102400    4501           59        16             0         708       359       365       8324      100       45        
node_3         topic_7        102400    4499           40        7              0         719       378       399       9295      100       45        
node_4         topic_6        102400    4501           76        6              0         793       385       490       8971      100       45        
node_4         topic_7        102400    4499           45        9              0         755       374       449       9375      100       45        
node_5         topic_6        102400    4501           89        12             0         823       397       511       9204      100       45        
node_5         topic_7        102400    4499           65        8              0         830       391       551       9454      100       45        
