node           topic          size[b]   received[#]    late[#]   too_late[#]    lost[#]   mean[us]  sd[us]    min[us]   max[us]   freq[hz]  duration[s]
node_0         topic_7        102400    4501           1         0              0         530       64        382       2158      100       45        
node_0         topic_8        102400    4501           0         0              0         587       119       401       1716      100       45        
node_1         topic_7        102400    4500           1         0              0         588       65        440       2359      100       45        
node_1         topic_8        102400    4501           0         0              0         639       124       445       1757      100       45        
node_2         topic_7        102400    4500           1         2              0         604       63        476       2399      100       45        
node_2         topic_8        102400    4501           0         0              0         664       126       471       1781      100       45        
node_3         topic_7        102400    4500           1         0              0         644       65        498       2437      100       45        
node_3         topic_8        102400    4501           0         3              0         729       137       529       1805      100       45        
node_4         topic_7        102400    4500           1         0              0         678       68        519       2474      100       45        
node_4         topic_8        102400    4501           0         3              0         763       139       551       1831      100       45        
node_5         topic_7        102400    4500           1         2              0         701       65        541       2510      100       45        
node_5         topic_8        102400    4501           0         3              0         784       139       573       1855      100       45        
node_6         topic_7        102400    4500           1         2              0         726       65        562       2546      100       45        
node_6         topic_8        102400    4501           0         0              0         730       132       522       1880      100       45        
