node           topic          size[b]   received[#]    late[#]   too_late[#]    lost[#]   mean[us]  sd[us]    min[us]   max[us]   freq[hz]  duration[s]
node_0         topic_7        102400    4501           0         0              0         643       147       437       1464      100       45        
node_0         topic_8        102400    4501           0         0              0         626       139       428       1393      100       45        
node_1         topic_7        102400    4501           0         0              0         700       155       483       1408      100       45        
node_1         topic_8        102400    4501           0         0              0         689       148       461       1437      100       45        
node_2         topic_7        102400    4501           0         0              0         742       160       506       1605      100       45        
node_2         topic_8        102400    4501           0         0              0         736       148       533       1498      100       45        
node_3         topic_7        102400    4501           0         0              0         621       150       375       1224      100       45        
node_3         topic_8        102400    4501           0         0              0         666       146       418       1535      100       45        
node_4         topic_7        102400    4501           0         0              0         687       147       433       1285      100       45        
node_4         topic_8        102400    4501           0         0              0         788       155       542       1576      100       45        
node_5         topic_7        102400    4501           0         5              0         701       145       468       1723      100       45        
node_5         topic_8        102400    4497           0         0              4         706       145       454       1412      100       45        
node_6         topic_7        102400    4501           0         5              0         788       156       568       1748      100       45        
node_6         topic_8        102400    4501           0         0              0         806       148       598       1614      100       45        
