node           topic          size[b]   received[#]    late[#]   too_late[#]    lost[#]   mean[us]  sd[us]    min[us]   max[us]   freq[hz]  duration[s]
node_0         topic_7        102400    4501           0         0              0         565       96        415       1593      100       45        
node_0         topic_8        102400    4501           0         0              0         584       103       431       1959      100       45        
node_1         topic_7        102400    4501           0         0              0         624       103       451       1513      100       45        
node_1         topic_8        102400    4501           0         0              0         641       111       471       1735      100       45        
node_2         topic_7        102400    4501           0         0              0         577       113       386       1572      100       45        
node_2         topic_8        102400    4501           1         0              0         720       113       531       2032      100       45        
node_3         topic_7        102400    4501           0         5              0         686       113       504       1656      100       45        
node_3         topic_8        102400    4501           0         0              0         631       111       404       1401      100       45        
node_4         topic_7        102400    4501           0         5              0         709       112       526       1692      100       45        
node_4         topic_8        102400    4501           0         0              0         752       112       574       1792      100       45        
node_5         topic_7        102400    4501           0         5              0         733       112       535       1816      100       45        
node_5         topic_8        102400    4501           1         0              0         774       112       595       2090      100       45        
node_6         topic_7        102400    4501           0         0              0         651       107       447       1679      100       45        
node_6         topic_8        102400    4501           0         0              0         670       114       438       1834      100       45        
