node           topic          size[b]   received[#]    late[#]   too_late[#]    lost[#]   mean[us]  sd[us]    min[us]   max[us]   freq[hz]  duration[s]
node_0         topic_10       102400    4501           1         0              0         761       88        580       2075      100       45        
node_0         topic_11       102400    4500           0         0              0         810       81        604       1417      100       45        
node_1         topic_10       102400    4501           0         0              0         611       61        479       1875      100       45        
node_1         topic_11       102400    4500           0         0              0         677       74        496       1441      100       45        
node_2         topic_10       102400    4501           0         0              0         686       55        537       1987      100       45        
node_2         topic_11       102400    4500           0         0              0         846       74        628       1492      100       45        
node_3         topic_10       102400    4501           1         0              0         798       83        628       2125      100       45        
node_3         topic_11       102400    4500           0         0              0         887       80        655       1509      100       45        
node_4         topic_10       102400    4501           2         0              0         721       65        569       2810      100       45        
node_4         topic_11       102400    4500           0         0              0         732       71        561       1533      100       45        
node_5         topic_10       102400    4501           1         0              0         767       59        581       2183      100       45        
node_5         topic_11       102400    4500           0         0              0         767       71        604       1583      100       45        
node_6         topic_10       102400    4501           1         0              0         818       57        650       2212      100       45        
node_6         topic_11       102400    4500           0         0              0         821       74        649       1609      100       45        
node_7         topic_10       102400    4501           1         0              0         850       58        675       2241      100       45        
node_7         topic_11       102400    4500           0         0              0         879       66        701       1658      100       45        
node_8         topic_10       102400    4501           1         0              0         882       60        744       2273      100       45        
node_8         topic_11       102400    4500           0         0              0         946       64        787       1708      100       45        
node_9         topic_10       102400    4501           1         0              0         910       59        766       2313      100       45        
node_9         topic_11       102400    4500           0         0              0         963       60        778       1760      100       45        
