node           topic          size[b]   received[#]    late[#]   too_late[#]    lost[#]   mean[us]  sd[us]    min[us]   max[us]   freq[hz]  duration[s]
node_0         topic_10       102400    4500           2         0              0         631       92        467       4484      100       45        
node_0         topic_9        102400    4501           2         0              0         563       95        438       4780      100       45        
node_1         topic_10       102400    4500           2         0              0         675       90        514       4540      100       45        
node_1         topic_9        102400    4501           3         0              0         676       101       546       4856      100       45        
node_2         topic_10       102400    4500           2         0              0         719       88        573       4585      100       45        
node_2         topic_9        102400    4501           3         0              0         715       104       570       4897      100       45        
node_3         topic_10       102400    4500           2         0              0         777       90        634       4634      100       45        
node_3         topic_9        102400    4501           3         0              0         658       113       496       4926      100       45        
node_4         topic_10       102400    4500           2         0              0         810       88        658       4680      100       45        
node_4         topic_9        102400    4501           5         0              0         701       115       542       4958      100       45        
node_5         topic_10       102400    4500           2         0              0         842       90        688       4729      100       45        
node_5         topic_9        102400    4501           5         0              0         772       113       642       4989      100       45        
node_6         topic_10       102400    4500           2         0              0         718       110       475       4772      100       45        
node_6         topic_9        102400    4501           4         5              0         798       105       651       5021      100       45        
node_7         topic_10       102400    4500           2         0              0         874       92        716       4804      100       45        
node_7         topic_9        102400    4501           3         5              0         822       104       677       5053      100       45        
node_8         topic_10       102400    4500           1         8              0         896       68        740       2272      100       45        
node_8         topic_9        102400    4501           4         5              0         845       104       702       5084      100       45        
