node           topic          size[b]   received[#]    late[#]   too_late[#]    lost[#]   mean[us]  sd[us]    min[us]   max[us]   freq[hz]  duration[s]
node_0         topic_8        102400    4501           1         0              0         640       113       469       2628      100       45        
node_0         topic_9        102400    4501           0         0              0         730       104       510       1485      100       45        
node_1         topic_8        102400    4501           1         0              0         695       113       521       2655      100       45        
node_1         topic_9        102400    4501           0         0              0         605       94        415       1424      100       45        
node_2         topic_8        102400    4501           2         0              0         719       110       545       2682      100       45        
node_2         topic_9        102400    4501           0         0              0         651       90        478       1447      100       45        
node_3         topic_8        102400    4501           1         0              0         564       108       405       2446      100       45        
node_3         topic_9        102400    4501           1         0              0         675       91        516       2228      100       45        
node_4         topic_8        102400    4501           2         0              0         746       111       556       2710      100       45        
node_4         topic_9        102400    4501           0         0              0         776       93        580       1515      100       45        
node_5         topic_8        102400    4501           1         0              0         628       110       461       2517      100       45        
node_5         topic_9        102400    4501           1         0              0         721       100       556       2852      100       45        
node_6         topic_8        102400    4501           1         0              0         682       110       496       2549      100       45        
node_6         topic_9        102400    4501           0         0              0         779       94        614       1543      100       45        
node_7         topic_8        102400    4501           2         0              0         785       107       628       2739      100       45        
node_7         topic_9        102400    4501           0         0              0         830       92        650       1568      100       45        
