node           topic          size[b]   received[#]    late[#]   too_late[#]    lost[#]   mean[us]  sd[us]    min[us]   max[us]   freq[hz]  duration[s]
node_0         topic_8        102400    4501           17        0              0         653       209       412       3949      100       45        
node_0         topic_9        102400    4501           22        0              0         673       231       426       7709      100       45        
node_1         topic_8        102400    4501           21        0              0         713       230       483       5201      100       45        
node_1         topic_9        102400    4501           23        0              0         741       252       506       7789      100       45        
node_2         topic_8        102400    4501           20        0              0         753       219       507       4058      100       45        
node_2         topic_9        102400    4501           25        5              0         785       225       565       5648      100       45        
node_3         topic_8        102400    4501           32        1              0         794       246       542       5246      100       45        
node_3         topic_9        102400    4501           28        8              0         825       244       589       7836      100       45        
node_4         topic_8        102400    4501           32        0              0         823       235       563       4157      100       45        
node_4         topic_9        102400    4501           30        5              0         856       221       590       3970      100       45        
node_5         topic_8        102400    4501           38        0              0         853       246       585       5062      100       45        
node_5         topic_9        102400    4501           21        5              0         755       214       502       4059      100       45        
node_6         topic_8        102400    4501           37        0              0         882       251       608       6625      100       45        
node_6         topic_9        102400    4501           32        5              0         895       252       635       7881      100       45        
node_7         topic_8        102400    4501           28        0              0         769       230       456       4289      100       45        
node_7         topic_9        102400    4501           26        5              0         796       240       528       5819      100       45        
