node           topic          size[b]   received[#]    late[#]   too_late[#]    lost[#]   mean[us]  sd[us]    min[us]   max[us]   freq[hz]  duration[s]
node_0         topic_7        102400    4501           1         0              0         564       134       365       2460      100       45        
node_0         topic_8        102400    4500           0         0              0         591       112       400       1147      100       45        
node_1         topic_7        102400    4501           1         0              0         675       155       451       2553      100       45        
node_1         topic_8        102400    4500           0         0              0         640       118       432       1192      100       45        
node_2         topic_7        102400    4499           0         0              2         639       129       423       1384      100       45        
node_2         topic_8        102400    4500           0         2              0         664       117       481       1699      100       45        
node_3         topic_7        102400    4499           0         0              2         716       150       498       1450      100       45        
node_3         topic_8        102400    4500           0         2              0         738       128       514       1856      100       45        
node_4         topic_7        102400    4501           1         0              0         675       139       447       2642      100       45        
node_4         topic_8        102400    4500           0         2              0         708       124       510       1880      100       45        
node_5         topic_7        102400    4499           0         0              2         720       137       518       1564      100       45        
node_5         topic_8        102400    4500           0         2              0         755       123       558       1903      100       45        
node_6         topic_7        102400    4501           1         0              0         770       147       564       2696      100       45        
node_6         topic_8        102400    4500           0         2              0         793       124       581       1927      100       45        
