node           topic          size[b]   received[#]    late[#]   too_late[#]    lost[#]   mean[us]  sd[us]    min[us]   max[us]   freq[hz]  duration[s]
node_0         topic_5        102400    4501           0         0              0         551       118       329       1077      100       45        
node_0         topic_6        102400    4501           0         0              0         577       122       312       1621      100       45        
node_1         topic_5        102400    4501           0         0              0         606       124       365       1175      100       45        
node_1         topic_6        102400    4501           0         0              0         640       130       362       1512      100       45        
node_2         topic_5        102400    4501           0         6              0         660       139       407       1260      100       45        
node_2         topic_6        102400    4501           0         5              0         674       138       427       1982      100       45        
node_3         topic_5        102400    4501           0         6              0         645       129       411       1279      100       45        
node_3         topic_6        102400    4501           1         5              0         667       135       391       2006      100       45        
node_4         topic_5        102400    4501           0         0              0         685       132       445       1378      100       45        
node_4         topic_6        102400    4501           1         5              0         728       144       480       2034      100       45        
