node           topic          size[b]   received[#]    late[#]   too_late[#]    lost[#]   mean[us]  sd[us]    min[us]   max[us]   freq[hz]  duration[s]
node_0         topic_5        102400    4501           1         0              0         528       121       331       2220      100       45        
node_0         topic_6        102400    4501           1         0              0         543       124       337       3209      100       45        
node_1         topic_5        102400    4501           1         2              0         591       130       388       2316      100       45        
node_1         topic_6        102400    4501           1         0              0         593       148       408       5847      100       45        
node_2         topic_5        102400    4501           1         2              0         598       131       390       2342      100       45        
node_2         topic_6        102400    4501           2         0              0         620       139       366       4322      100       45        
node_3         topic_5        102400    4501           2         2              0         614       132       406       2367      100       45        
node_3         topic_6        102400    4501           2         7              0         646       155       438       5955      100       45        
node_4         topic_5        102400    4501           2         9              0         656       138       428       2391      100       45        
node_4         topic_6        102400    4501           2         7              0         678       163       471       5997      100       45        
