node           topic          size[b]   received[#]    late[#]   too_late[#]    lost[#]   mean[us]  sd[us]    min[us]   max[us]   freq[hz]  duration[s]
node_0         topic_10       102400    4500           1         0              0         591       66        465       2113      100       45        
node_0         topic_11       102400    4501           1         0              0         782       87        573       2473      100       45        
node_1         topic_10       102400    4500           1         0              0         664       63        532       2269      100       45        
node_1         topic_11       102400    4501           1         0              0         820       86        618       2500      100       45        
node_2         topic_10       102400    4500           1         0              0         695       59        582       2309      100       45        
node_2         topic_11       102400    4501           1         0              0         637       80        476       2527      100       45        
node_3         topic_10       102400    4500           1         0              0         732       63        621       2340      100       45        
node_3         topic_11       102400    4501           1         0              0         707       76        552       2554      100       45        
node_4         topic_10       102400    4500           1         0              0         776       66        654       2369      100       45        
node_4         topic_11       102400    4501           1         0              0         845       81        665       2582      100       45        
node_5         topic_10       102400    4500           1         0              0         801       69        677       2400      100       45        
node_5         topic_11       102400    4501           1         0              0         870       83        688       2610      100       45        
node_6         topic_10       102400    4500           1         0              0         820       65        672       2431      100       45        
node_6         topic_11       102400    4501           1         0              0         898       85        711       2638      100       45        
node_7         topic_10       102400    4500           2         0              0         850       66        730       2461      100       45        
node_7         topic_11       102400    4501           1         0              0         766       92        590       2667      100       45        
node_8         topic_10       102400    4500           2         0              0         869       66        703       2491      100       45        
node_8         topic_11       102400    4501           1         0              0         829       96        641       2697      100       45        
node_9         topic_10       102400    4500           2         0              0         902       70        780       2844      100       45        
node_9         topic_11       102400    4501           0         8              0         942       72        787       1798      100       45        
