node           topic          size[b]   received[#]    late[#]   too_late[#]    lost[#]   mean[us]  sd[us]    min[us]   max[us]   freq[hz]  duration[s]
node_0         topic_5        102400    4501           0         0              0         545       120       332       1254      100       45        
node_0         topic_6        102400    4500           0         0              0         583       120       365       1343      100       45        
node_1         topic_5        102400    4501           0         0              0         600       128       363       1561      100       45        
node_1         topic_6        102400    4500           0         0              0         640       130       398       1501      100       45        
node_2         topic_5        102400    4501           1         9              0         619       131       399       2335      100       45        
node_2         topic_6        102400    4500           0         0              0         659       129       420       1550      100       45        
node_3         topic_5        102400    4501           1         9              0         670       141       431       2362      100       45        
node_3         topic_6        102400    4500           0         0              0         712       140       456       1588      100       45        
node_4         topic_5        102400    4501           1         9              0         677       136       433       2388      100       45        
node_4         topic_6        102400    4500           0         0              0         718       138       468       1652      100       45        
