node           topic          size[b]   received[#]    late[#]   too_late[#]    lost[#]   mean[us]  sd[us]    min[us]   max[us]   freq[hz]  duration[s]
node_0         topic_7        102400    4501           1         0              0         565       84        424       2173      100       45        
node_0         topic_8        102400    4500           0         3              0         583       108       407       1829      100       45        
node_1         topic_7        102400    4501           1         0              0         619       87        476       2203      100       45        
node_1         topic_8        102400    4500           1         3              0         630       115       469       2015      100       45        
node_2         topic_7        102400    4501           1         0              0         558       100       382       2049      100       45        
node_2         topic_8        102400    4500           1         3              0         666       121       512       2260      100       45        
node_3         topic_7        102400    4501           1         0              0         670       96        497       2231      100       45        
node_3         topic_8        102400    4500           1         3              0         736       120       564       2318      100       45        
node_4         topic_7        102400    4501           2         8              0         692       98        518       2257      100       45        
node_4         topic_8        102400    4500           2         3              0         759       121       585       2377      100       45        
node_5         topic_7        102400    4501           2         8              0         716       97        540       2283      100       45        
node_5         topic_8        102400    4500           2         3              0         783       121       609       2430      100       45        
node_6         topic_7        102400    4501           2         8              0         662       93        458       2312      100       45        
node_6         topic_8        102400    4500           1         3              0         665       120       418       2106      100       45        
