node           topic          size[b]   received[#]    late[#]   too_late[#]    lost[#]   mean[us]  sd[us]    min[us]   max[us]   freq[hz]  duration[s]
node_0         topic_8        102400    4500           0         0              0         557       84        406       1112      100       45        
node_0         topic_9        102400    4501           0         0              0         722       110       497       1352      100       45        
node_1         topic_8        102400    4500           1         0              0         616       84        452       2381      100       45        
node_1         topic_9        102400    4501           0         0              0         599       94        417       1227      100       45        
node_2         topic_8        102400    4500           1         0              0         640       84        503       2093      100       45        
node_2         topic_9        102400    4501           0         0              0         648       91        467       1331      100       45        
node_3         topic_8        102400    4497           0         2              3         697       89        539       1465      100       45        
node_3         topic_9        102400    4501           0         0              0         755       98        560       1357      100       45        
node_4         topic_8        102400    4497           0         2              3         721       89        561       1538      100       45        
node_4         topic_9        102400    4501           0         0              0         782       99        567       1488      100       45        
node_5         topic_8        102400    4497           0         2              3         746       90        583       1579      100       45        
node_5         topic_9        102400    4501           0         7              0         808       100       593       1865      100       45        
node_6         topic_8        102400    4500           1         0              0         771       93        605       2178      100       45        
node_6         topic_9        102400    4501           0         7              0         696       103       530       1889      100       45        
node_7         topic_8        102400    4500           1         0              0         737       97        544       2230      100       45        
node_7         topic_9        102400    4501           0         0              0         748       107       558       1557      100       45        
