node           topic          size[b]   received[#]    late[#]   too_late[#]    lost[#]   mean[us]  sd[us]    min[us]   max[us]   freq[hz]  duration[s]
node_0         topic_10       102400    4501           2         0              0         739       107       580       5164      100       45        
node_0         topic_11       102400    4501           1         0              0         776       93        586       3540      100       45        
node_1         topic_10       102400    4501           2         0              0         595       94        471       5266      100       45        
node_1         topic_11       102400    4501           1         0              0         663       90        475       3065      100       45        
node_2         topic_10       102400    4501           2         0              0         685       94        527       5314      100       45        
node_2         topic_11       102400    4501           1         0              0         731       86        528       3288      100       45        
node_3         topic_10       102400    4501           1         5              0         776       96        627       5097      100       45        
node_3         topic_11       102400    4501           1         0              0         746       79        574       3608      100       45        
node_4         topic_10       102400    4501           1         5              0         803       97        649       5142      100       45        
node_4         topic_11       102400    4501           1         0              0         849       81        661       3674      100       45        
node_5         topic_10       102400    4501           2         0              0         737       98        570       5374      100       45        
node_5         topic_11       102400    4501           1         8              0         876       78        685       3231      100       45        
node_6         topic_10       102400    4501           1         5              0         843       95        696       5441      100       45        
node_6         topic_11       102400    4501           1         8              0         903       79        709       3331      100       45        
node_7         topic_10       102400    4501           1         5              0         798       91        596       4867      100       45        
node_7         topic_11       102400    4501           1         8              0         931       80        733       3364      100       45        
node_8         topic_10       102400    4501           1         5              0         859       87        676       5258      100       45        
node_8         topic_11       102400    4501           1         8              0         822       92        641       3138      100       45        
node_9         topic_10       102400    4501           1         5              0         899       87        725       5308      100       45        
node_9         topic_11       102400    4501           1         8              0         945       79        738       3411      100       45        
