node           topic          size[b]   received[#]    late[#]   too_late[#]    lost[#]   mean[us]  sd[us]    min[us]   max[us]   freq[hz]  duration[s]
node_0         topic_6        102400    4501           17        5              0         549       211       348       5218      100       45        
node_0         topic_7        102400    4501           16        0              0         648       275       388       6413      100       45        
node_1         topic_6        102400    4501           19        5              0         602       237       410       5878      100       45        
node_1         topic_7        102400    4501           23        2              0         704       289       433       6648      100       45        
node_2         topic_6        102400    4501           25        7              0         630       240       445       5955      100       45        
node_2         topic_7        102400    4501           24        0              0         734       289       420       6791      100       45        
node_3         topic_6        102400    4501           36        8              0         667       286       468       9858      100       45        
node_3         topic_7        102400    4501           22        8              0         767       282       472       6454      100       45        
node_4         topic_6        102400    4501           36        10             0         707       264       510       9417      100       45        
node_4         topic_7        102400    4501           27        6              0         814       292       544       6002      100       45        
node_5         topic_6        102400    4501           42        8              0         730       285       532       9580      100       45        
node_5         topic_7        102400    4501           31        7              0         841       296       566       6483      100       45        
