node           topic          size[b]   received[#]    late[#]   too_late[#]    lost[#]   mean[us]  sd[us]    min[us]   max[us]   freq[hz]  duration[s]
node_0         topic_6        102400    4501           2         0              0         518       96        340       2643      100       45        
node_0         topic_7        102400    4501           0         0              0         583       133       375       1618      100       45        
node_1         topic_6        102400    4501           2         0              0         596       102       410       2725      100       45        
node_1         topic_7        102400    4501           1         0              0         659       146       443       2424      100       45        
node_2         topic_6        102400    4501           2         5              0         647       113       432       2761      100       45        
node_2         topic_7        102400    4501           1         0              0         728       162       466       2645      100       45        
node_3         topic_6        102400    4501           2         5              0         606       105       405       2793      100       45        
node_3         topic_7        102400    4501           1         5              0         664       145       408       2797      100       45        
node_4         topic_6        102400    4501           3         0              0         615       114       444       2824      100       45        
node_4         topic_7        102400    4501           1         5              0         689       149       446       2881      100       45        
node_5         topic_6        102400    4501           2         5              0         690       110       501       2853      100       45        
node_5         topic_7        102400    4501           1         5              0         767       160       507       2975      100       45        
