node           topic          size[b]   received[#]    late[#]   too_late[#]    lost[#]   mean[us]  sd[us]    min[us]   max[us]   freq[hz]  duration[s]
node_0         topic_10       102400    4501           1         0              0         839       186       509       3386      100       45        
node_1         topic_10       102400    4501           1         0              0         1015      202       601       3716      100       45        
node_2         topic_10       102400    4501           1         0              0         1040      202       624       3751      100       45        
node_3         topic_10       102400    4501           1         0              0         908       190       566       3539      100       45        
node_4         topic_10       102400    4501           1         7              0         1062      197       668       3010      100       45        
node_5         topic_10       102400    4501           2         0              0         945       194       625       3798      100       45        
node_6         topic_10       102400    4501           1         0              0         1009      202       645       3829      100       45        
node_7         topic_10       102400    4501           1         7              0         1064      198       714       2888      100       45        
node_8         topic_10       102400    4501           2         7              0         1093      200       738       2916      100       45        
node_9         topic_10       102400    4501           2         7              0         1130      198       781       2951      100       45        
