node           topic          size[b]   received[#]    late[#]   too_late[#]    lost[#]   mean[us]  sd[us]    min[us]   max[us]   freq[hz]  duration[s]
node_0         topic_10       102400    4500           1         0              0         811       191       495       5082      100       45        
node_1         topic_10       102400    4500           1         0              0         880       199       555       5208      100       45        
node_2         topic_10       102400    4500           1         0              0         912       199       598       5238      100       45        
node_3         topic_10       102400    4500           1         0              0         987       204       646       5333      100       45        
node_4         topic_10       102400    4500           2         0              0         969       206       641       5361      100       45        
node_5         topic_10       102400    4500           2         0              0         1027      204       690       5390      100       45        
node_6         topic_10       102400    4500           2         0              0         1051      204       711       5418      100       45        
node_7         topic_10       102400    4500           1         0              0         1053      207       693       5447      100       45        
node_8         topic_10       102400    4500           1         0              0         1094      203       770       5475      100       45        
node_9         topic_10       102400    4500           1         0              0         1121      205       792       5503      100       45        
