node           topic          size[b]   received[#]    late[#]   too_late[#]    lost[#]   mean[us]  sd[us]    min[us]   max[us]   freq[hz]  duration[s]
node_0         topic_10       102400    4501           1         0              0         822       211       500       7788      100       45        
node_1         topic_10       102400    4501           1         0              0         892       217       572       7864      100       45        
node_2         topic_10       102400    4501           0         0              0         923       193       608       1851      100       45        
node_3         topic_10       102400    4501           1         0              0         998       221       653       7905      100       45        
node_4         topic_10       102400    4501           1         0              0         1024      203       674       4388      100       45        
node_5         topic_10       102400    4501           0         0              0         1052      197       695       1969      100       45        
node_6         topic_10       102400    4501           1         0              0         1076      198       717       2003      100       45        
node_7         topic_10       102400    4501           2         0              0         1010      231       641       7947      100       45        
node_8         topic_10       102400    4501           2         0              0         1086      226       683       7989      100       45        
node_9         topic_10       102400    4501           2         0              0         1129      203       785       4500      100       45        
