node           topic          size[b]   received[#]    late[#]   too_late[#]    lost[#]   mean[us]  sd[us]    min[us]   max[us]   freq[hz]  duration[s]
node_0         topic_10       102400    4501           0         0              0         814       184       497       1184      100       45        
node_1         topic_10       102400    4501           0         0              0         889       193       568       1285      100       45        
node_2         topic_10       102400    4501           0         0              0         977       198       621       1375      100       45        
node_3         topic_10       102400    4501           0         0              0         928       197       603       1347      100       45        
node_4         topic_10       102400    4501           0         0              0         1012      198       686       1401      100       45        
node_5         topic_10       102400    4501           0         0              0         1037      198       707       1424      100       45        
node_6         topic_10       102400    4501           0         0              0         1064      199       730       1486      100       45        
node_7         topic_10       102400    4501           0         0              0         1012      208       647       1561      100       45        
node_8         topic_10       102400    4501           0         0              0         1102      199       776       1542      100       45        
node_9         topic_10       102400    4501           0         0              0         1124      199       798       1633      100       45        
