node           topic          size[b]   received[#]    late[#]   too_late[#]    lost[#]   mean[us]  sd[us]    min[us]   max[us]   freq[hz]  duration[s]
node_0         topic_10       102400    4501           1         0              0         810       180       504       2858      100       45        
node_1         topic_10       102400    4501           1         0              0         878       187       578       2900      100       45        
node_2         topic_10       102400    4501           1         0              0         988       195       632       3231      100       45        
node_3         topic_10       102400    4501           1         0              0         1015      195       653       3258      100       45        
node_4         topic_10       102400    4501           1         0              0         920       190       603       2964      100       45        
node_5         topic_10       102400    4501           1         5              0         978       197       655       3015      100       45        
node_6         topic_10       102400    4501           1         5              0         1036      195       716       3091      100       45        
node_7         topic_10       102400    4501           1         5              0         1075      191       746       3284      100       45        
node_8         topic_10       102400    4501           1         5              0         1103      193       770       3311      100       45        
node_9         topic_10       102400    4501           1         0              0         1102      203       734       3361      100       45        
