node           topic          size[b]   received[#]    late[#]   too_late[#]    lost[#]   mean[us]  sd[us]    min[us]   max[us]   freq[hz]  duration[s]
node_0         topic_6        102400    44775          41771     3004           169       756       79        363       999       1000      45        
node_0         topic_7        102400    44777          42227     2550           152       514       86        304       999       1000      45        
node_1         topic_6        102400    44777          41531     3246           167       775       103       304       984       1000      45        
node_1         topic_7        102400    44775          41982     2793           154       582       83        370       1000      1000      45        
node_2         topic_6        102400    44779          41158     3621           164       814       82        333       999       1000      45        
node_2         topic_7        102400    44792          41920     2872           137       652       90        357       1000      1000      45        
node_3         topic_6        102400    44774          38156     6618           169       853       69        450       1000      1000      45        
node_3         topic_7        102400    44764          41422     3342           165       705       85        419       1000      1000      45        
node_4         topic_6        102400    44762          31774     12988          181       878       64        525       1000      1000      45        
node_4         topic_7        102400    44745          41069     3676           184       421       131       306       1000      1000      45        
node_5         topic_6        102400    44761          25844     18917          182       892       63        423       1000      1000      45        
node_5         topic_7        102400    44714          40175     4539           215       673       118       339       1000      1000      45        
