node           topic          size[b]   received[#]    late[#]   too_late[#]    lost[#]   mean[us]  sd[us]    min[us]   max[us]   freq[hz]  duration[s]
node_0         topic_5        102400    43715          37984     5731           986       581       73        318       1000      1000      45        
node_0         topic_6        102400    43696          38439     5257           844       351       85        263       996       1000      45        
node_1         topic_5        102400    43571          37516     6055           1130      619       73        363       1000      1000      45        
node_1         topic_6        102400    43617          38224     5393           923       455       76        274       994       1000      45        
node_2         topic_5        102400    43697          37857     5840           1004      651       70        381       1000      1000      45        
node_2         topic_6        102400    43651          38349     5302           889       511       63        312       1000      1000      45        
node_3         topic_5        102400    43613          37544     6069           1088      685       69        461       999       1000      45        
node_3         topic_6        102400    43582          38063     5519           958       575       65        354       1000      1000      45        
node_4         topic_5        102400    43694          37410     6284           1007      719       69        418       1000      1000      45        
node_4         topic_6        102400    43703          37913     5790           837       633       68        359       1000      1000      45        
