node           topic          size[b]   received[#]    late[#]   too_late[#]    lost[#]   mean[us]  sd[us]    min[us]   max[us]   freq[hz]  duration[s]
node_0         topic_5        102400    44924          43762     1162           24        332       58        261       1000      1000      45        
node_0         topic_6        102400    44889          43729     1160           44        333       57        252       989       1000      45        
node_1         topic_5        102400    44892          43583     1309           56        411       62        292       997       1000      45        
node_1         topic_6        102400    44884          43617     1267           49        420       76        281       998       1000      45        
node_2         topic_5        102400    44914          43559     1355           33        467       84        307       996       1000      45        
node_2         topic_6        102400    44894          43630     1264           39        442       62        289       997       1000      45        
node_3         topic_5        102400    44852          43653     1199           95        515       77        341       999       1000      45        
node_3         topic_6        102400    44834          43655     1179           99        488       66        337       993       1000      45        
node_4         topic_5        102400    44899          43429     1470           48        568       65        344       996       1000      45        
node_4         topic_6        102400    44837          43355     1482           96        541       72        344       1000      1000      45        
