node           topic          size[b]   received[#]    late[#]   too_late[#]    lost[#]   mean[us]  sd[us]    min[us]   max[us]   freq[hz]  duration[s]
node_0         topic_10       102400    19983          0         19983          24226     nan       nan       nan       nan       1000      45        
node_0         topic_9        102400    19984          0         19984          24522     nan       nan       nan       nan       1000      45        
node_1         topic_10       102400    19977          0         19977          24232     nan       nan       nan       nan       1000      45        
node_1         topic_9        102400    19984          0         19984          24523     nan       nan       nan       nan       1000      45        
node_2         topic_10       102400    19983          0         19983          24226     nan       nan       nan       nan       1000      45        
node_2         topic_9        102400    19984          0         19984          24523     nan       nan       nan       nan       1000      45        
node_3         topic_10       102400    19983          0         19983          24227     nan       nan       nan       nan       1000      45        
node_3         topic_9        102400    19984          0         19984          24523     nan       nan       nan       nan       1000      45        
node_4         topic_10       102400    19980          0         19980          24230     nan       nan       nan       nan       1000      45        
node_4         topic_9        102400    19982          0         19982          24525     nan       nan       nan       nan       1000      45        
node_5         topic_10       102400    19983          0         19983          24227     nan       nan       nan       nan       1000      45        
node_5         topic_9        102400    19984          0         19984          24524     nan       nan       nan       nan       1000      45        
node_6         topic_10       102400    19982          0         19982          24228     nan       nan       nan       nan       1000      45        
node_6         topic_9        102400    19984          0         19984          24524     nan       nan       nan       nan       1000      45        
node_7         topic_10       102400    19983          0         19983          24228     nan       nan       nan       nan       1000      45        
node_7         topic_9        102400    19984          0         19984          24524     nan       nan       nan       nan       1000      45        
node_8         topic_10       102400    19982          0         19982          24229     nan       nan       nan       nan       1000      45        
node_8         topic_9        102400    19984          0         19984          24525     nan       nan       nan       nan       1000      45        
