node           topic          size[b]   received[#]    late[#]   too_late[#]    lost[#]   mean[us]  sd[us]    min[us]   max[us]   freq[hz]  duration[s]
node_0         topic_5        102400    44896          43648     1248           58        341       60        263       1000      1000      45        
node_0         topic_6        102400    44879          43668     1211           67        406       66        270       998       1000      45        
node_1         topic_5        102400    44912          43585     1327           42        457       95        318       1000      1000      45        
node_1         topic_6        102400    44881          43455     1426           65        460       77        292       1000      1000      45        
node_2         topic_5        102400    44911          43617     1294           43        461       79        293       1000      1000      45        
node_2         topic_6        102400    44871          43491     1380           75        501       75        321       992       1000      45        
node_3         topic_5        102400    44899          43581     1318           55        533       82        303       999       1000      45        
node_3         topic_6        102400    44877          43423     1454           69        553       79        322       999       1000      45        
node_4         topic_5        102400    44874          43193     1681           80        609       80        371       999       1000      45        
node_4         topic_6        102400    44897          43321     1576           49        392       110       267       997       1000      45        
