node           topic          size[b]   received[#]    late[#]   too_late[#]    lost[#]   mean[us]  sd[us]    min[us]   max[us]   freq[hz]  duration[s]
node_0         topic_6        102400    44840          42383     2457           107       387       87        295       998       1000      45        
node_0         topic_7        102400    44818          42152     2666           114       454       71        305       987       1000      45        
node_1         topic_6        102400    44823          41681     3142           124       522       65        323       996       1000      45        
node_1         topic_7        102400    44803          41567     3236           129       501       79        328       993       1000      45        
node_2         topic_6        102400    44834          42140     2694           113       585       61        312       997       1000      45        
node_2         topic_7        102400    44827          41876     2951           105       533       75        345       998       1000      45        
node_3         topic_6        102400    44821          41940     2881           126       647       61        435       998       1000      45        
node_3         topic_7        102400    44815          41720     3095           116       584       85        369       998       1000      45        
node_4         topic_6        102400    44816          41763     3053           131       707       66        451       1000      1000      45        
node_4         topic_7        102400    44820          41560     3260           111       637       92        387       1000      1000      45        
node_5         topic_6        102400    44820          41053     3767           127       763       63        454       1000      1000      45        
node_5         topic_7        102400    44811          41229     3582           120       698       91        409       1000      1000      45        
