node           topic          size[b]   received[#]    late[#]   too_late[#]    lost[#]   mean[us]  sd[us]    min[us]   max[us]   freq[hz]  duration[s]
node_0         topic_10       102400    3935           0         3935           40489     nan       nan       nan       nan       1000      45        
node_0         topic_11       102400    3933           0         3933           39940     nan       nan       nan       nan       1000      45        
node_1         topic_10       102400    3934           0         3934           40482     nan       nan       nan       nan       1000      45        
node_1         topic_11       102400    3933           0         3933           39940     nan       nan       nan       nan       1000      45        
node_2         topic_10       102400    3934           0         3934           40482     nan       nan       nan       nan       1000      45        
node_2         topic_11       102400    3933           0         3933           39941     nan       nan       nan       nan       1000      45        
node_3         topic_10       102400    3934           0         3934           40483     nan       nan       nan       nan       1000      45        
node_3         topic_11       102400    3933           0         3933           39943     nan       nan       nan       nan       1000      45        
node_4         topic_10       102400    3934           0         3934           40485     nan       nan       nan       nan       1000      45        
node_4         topic_11       102400    3933           0         3933           39945     nan       nan       nan       nan       1000      45        
node_5         topic_10       102400    3934           0         3934           40485     nan       nan       nan       nan       1000      45        
node_5         topic_11       102400    3933           0         3933           39945     nan       nan       nan       nan       1000      45        
node_6         topic_10       102400    3934           0         3934           40485     nan       nan       nan       nan       1000      45        
node_6         topic_11       102400    3933           0         3933           39945     nan       nan       nan       nan       1000      45        
node_7         topic_10       102400    3934           0         3934           40486     nan       nan       nan       nan       1000      45        
node_7         topic_11       102400    3933           0         3933           39945     nan       nan       nan       nan       1000      45        
node_8         topic_10       102400    3934           0         3934           40487     nan       nan       nan       nan       1000      45        
node_8         topic_11       102400    3933           0         3933           39945     nan       nan       nan       nan       1000      45        
node_9         topic_10       102400    3930           0         3930           40491     nan       nan       nan       nan       1000      45        
node_9         topic_11       102400    3933           0         3933           39945     nan       nan       nan       nan       1000      45        
