node           topic          size[b]   received[#]    late[#]   too_late[#]    lost[#]   mean[us]  sd[us]    min[us]   max[us]   freq[hz]  duration[s]
node_0         topic_10       102400    20843          0         20843          22615     nan       nan       nan       nan       1000      45        
node_0         topic_9        102400    20844          0         20844          23384     nan       nan       nan       nan       1000      45        
node_1         topic_10       102400    20843          0         20843          22615     nan       nan       nan       nan       1000      45        
node_1         topic_9        102400    20844          0         20844          23384     nan       nan       nan       nan       1000      45        
node_2         topic_10       102400    20841          0         20841          22617     nan       nan       nan       nan       1000      45        
node_2         topic_9        102400    20844          0         20844          23384     nan       nan       nan       nan       1000      45        
node_3         topic_10       102400    20836          0         20836          22620     nan       nan       nan       nan       1000      45        
node_3         topic_9        102400    20841          0         20841          23387     nan       nan       nan       nan       1000      45        
node_4         topic_10       102400    20842          0         20842          22616     nan       nan       nan       nan       1000      45        
node_4         topic_9        102400    20843          0         20843          23385     nan       nan       nan       nan       1000      45        
node_5         topic_10       102400    20843          0         20843          22616     nan       nan       nan       nan       1000      45        
node_5         topic_9        102400    20844          0         20844          23384     nan       nan       nan       nan       1000      45        
node_6         topic_10       102400    20838          0         20838          22619     nan       nan       nan       nan       1000      45        
node_6         topic_9        102400    20838          0         20838          23389     nan       nan       nan       nan       1000      45        
node_7         topic_10       102400    20841          0         20841          22617     nan       nan       nan       nan       1000      45        
node_7         topic_9        102400    20841          0         20841          23386     nan       nan       nan       nan       1000      45        
node_8         topic_10       102400    20832          0         20832          22626     nan       nan       nan       nan       1000      45        
node_8         topic_9        102400    20840          0         20840          23387     nan       nan       nan       nan       1000      45        
