node           topic          size[b]   received[#]    late[#]   too_late[#]    lost[#]   mean[us]  sd[us]    min[us]   max[us]   freq[hz]  duration[s]
node_0         topic_6        102400    44836          42164     2672           106       530       75        357       999       1000      45        
node_0         topic_7        102400    44835          42377     2458           88        433       66        300       989       1000      45        
node_1         topic_6        102400    44785          41225     3560           157       550       74        308       1000      1000      45        
node_1         topic_7        102400    44776          41185     3591           147       565       72        384       995       1000      45        
node_2         topic_6        102400    44771          40891     3880           171       588       73        344       1000      1000      45        
node_2         topic_7        102400    44800          41584     3216           123       598       73        364       998       1000      45        
node_3         topic_6        102400    44750          41171     3579           192       637       81        394       1000      1000      45        
node_3         topic_7        102400    44777          41665     3112           146       680       72        393       1000      1000      45        
node_4         topic_6        102400    44717          40398     4319           225       672       86        358       1000      1000      45        
node_4         topic_7        102400    44728          40606     4122           195       711       70        398       1000      1000      45        
node_5         topic_6        102400    44806          40573     4233           136       726       87        363       1000      1000      45        
node_5         topic_7        102400    44816          41039     3777           107       778       61        427       1000      1000      45        
